"gene","Xist_RIP_r","Airn_RIP_r","Kcnq1ot1_RIP_r","Xist_network_r","Airn_network_r","Kcnq1ot1_network_r","total_intra","rare","prev","rare_ratio","mean_silhouette","modularity","genetype"
"Def6_chr17_28207778_28228608_+_ENSMUSG00000002257.8_ENSMUSG00000002257.8.unspliced",-0.112933675,0.552380216,0.637921427,0.158779992721344,0.143209238169348,0.155149459276679,69,25,40,0.36231884057971,0.104248531936187,3.42403214024531e-05,"protein_coding"
"Def8_chr8_123423527_123463270_+_ENSMUSG00000001482.15_ENSMUSG00000001482.15.unspliced",-0.028358218,-0.088542633,0.014165809,0.0605303815147149,0.118406652135386,0.190577298568976,68,27,40,0.397058823529412,0.198473340467104,0.047681782828844,"protein_coding"
"Def8_chr8_123423527_123463270_+_ENSMUSG00000001482.15_ENSMUST00000093049.9",0.005511463,-0.011197634,-0.172103498,0.0636101398421412,0.0435902259771816,0.0937250927419097,NA,NA,NA,NA,NA,NA,"protein_coding"
"Defb35_chr8_21938352_21940878_+_ENSMUSG00000058052.2_ENSMUSG00000058052.2.unspliced",0.637586668,0.461382489,0.455359439,-0.0101291780105799,0.00366544615331053,0.0275461385004437,NA,NA,NA,NA,NA,NA,"protein_coding"
"Degs1_chr1_182275772_182282804_-_ENSMUSG00000038633.5_ENSMUSG00000038633.5.unspliced",0.70477962,0.337878139,0.240621894,0.202692827472741,0.228700146707058,0.235897083340428,NA,NA,NA,NA,NA,NA,"protein_coding"
"Dek_chr13_47084775_47106201_-_ENSMUSG00000021377.15_ENSMUSG00000021377.15.unspliced",-0.0914243,0.053629503,0.225746925,0.199747034280369,0.210340852110521,0.168523496423867,77,11,60,0.142857142857143,0.23007318507391,0.0720552960484787,"protein_coding"
"Dele1_chr18_38250255_38265461_+_ENSMUSG00000024442.6_ENSMUSG00000024442.6.unspliced",0.035308512,0.393952069,0.616195139,0.21553753447139,0.262303881254001,0.269849446442258,63,23,39,0.365079365079365,0.203962237584655,-0.0162257645473419,"protein_coding"
"Dele1_chr18_38250255_38265461_+_ENSMUSG00000024442.6_ENSMUST00000236078.1",0.174184989,0.451234354,0.759177538,0.0443749644833708,0.219853485444192,0.268958433251388,NA,NA,NA,NA,NA,NA,"protein_coding"
"Denn2b_chr7_109523911_109703605_-_ENSMUSG00000031024.13_ENSMUSG00000031024.13.unspliced",-0.098455963,0.343448879,0.598001025,0.145049625727207,0.239810992061629,0.181188052477158,51,14,36,0.274509803921569,0.154367227828242,-0.0256932966023875,"protein_coding"
"Dennd11_chr6_40401375_40436135_-_ENSMUSG00000037172.14_ENSMUSG00000037172.14.unspliced",-0.116742791,0.509684998,0.688538892,0.196977522837507,0.248306875952682,0.302947342988453,108,28,78,0.259259259259259,0.199834731513414,-0.00337822203711414,"protein_coding"
"Dennd1a_chr2_37798991_38287390_-_ENSMUSG00000035392.17_ENSMUSG00000035392.17.unspliced",-0.03955676,0.500409199,0.759862734,0.0533998232901067,0.182716495666043,0.175384206927547,68,26,38,0.382352941176471,0.194835173867651,-0.0219136901230173,"protein_coding"
"Dennd1b_chr1_138963435_139178960_+_ENSMUSG00000056268.15_ENSMUSG00000056268.15.unspliced",-0.124732067,0.147656376,0.437485965,0.159645493453569,0.338793268936462,0.287598962170871,62,26,33,0.419354838709677,0.187496083471623,-0.0293815741548107,"protein_coding"
"Dennd1b_chr1_138963435_139178960_+_ENSMUSG00000056268.15_ENSMUST00000168527.7",0.252652141,-0.128278826,-0.313388797,0.304664346505946,0.349425966117419,0.410387592941239,110,19,86,0.172727272727273,0.195816493819678,0.0247592377569838,"protein_coding"
"Dennd1b_chr1_138963435_139178960_+_ENSMUSG00000056268.15_ENSMUST00000200533.4",-0.137082665,-0.299669538,-0.430251205,0.156656242230251,0.10070797358398,0.116771462647817,NA,NA,NA,NA,NA,NA,"protein_coding"
"Dennd1c_chr17_57065905_57078514_-_ENSMUSG00000002668.8_ENSMUSG00000002668.8.unspliced",-0.195413753,0.013007995,-0.092436799,0.193691725326351,0.316797841847887,0.341122344782942,89,18,70,0.202247191011236,0.213713746871822,0.0136448421280277,"protein_coding"
"Dennd2a_chr6_39462378_39557867_-_ENSMUSG00000038456.9_ENSMUSG00000038456.9.unspliced",-0.096503941,0.68000146,0.809265798,0.308037209982216,0.295354836039991,0.26999759395365,51,14,35,0.274509803921569,0.120546285519794,-0.0108572149981063,"protein_coding"
"Dennd2c_chr3_103102604_103169769_+_ENSMUSG00000007379.15_ENSMUSG00000007379.15.unspliced",-0.118394072,0.113172546,0.362533401,0.290667156074867,0.387454832658034,0.402054777466482,68,8,57,0.117647058823529,0.216042281460883,0.0490451841803193,"protein_coding"
"Dennd2d_chr3_106482405_106503030_+_ENSMUSG00000027901.12_ENSMUSG00000027901.12.unspliced",0.588843202,0.50303082,0.481502139,0.192806308156246,0.222985201992974,0.219166698070753,68,27,39,0.397058823529412,0.0885159056007965,-0.0207732187114618,"protein_coding"
"Dennd3_chr15_73512560_73572242_+_ENSMUSG00000036661.14_ENSMUSG00000036661.14.unspliced",0.101977854,0.266323097,0.368431561,0.252911565700814,0.32641034729962,0.397251123145585,61,15,45,0.245901639344262,0.167112820896705,-0.00253000923361033,"protein_coding"
"Dennd4a_chr9_64811340_64919667_+_ENSMUSG00000053641.9_ENSMUSG00000053641.9.unspliced",-0.080905145,0.142486881,0.440622688,0.120182182515067,0.259775127286958,0.348379590673253,73,22,49,0.301369863013699,0.1111870022062,0.00460883625157204,"protein_coding"
"Dennd4b_chr3_90265185_90280669_+_ENSMUSG00000042404.16_ENSMUSG00000042404.16.unspliced",-0.200766164,-0.073152494,-0.06894431,0.12069780027119,0.294683194492684,0.393650565618351,65,15,47,0.230769230769231,0.170897167212742,-0.00720363141967456,"protein_coding"
"Dennd4c_chr4_86748555_86850603_+_ENSMUSG00000038024.17_ENSMUSG00000038024.17.unspliced",-0.068237297,0.511768169,0.621314912,0.260781663178467,0.39092706239282,0.342399450330618,80,19,59,0.2375,0.266426033558164,-0.000897450392899488,"protein_coding"
"Dennd4c_chr4_86748555_86850603_+_ENSMUSG00000038024.17_ENSMUST00000045512.14",0.4999417,0.197762253,-0.006865941,0.291259663091078,0.368845745309352,0.226039258480008,62,20,42,0.32258064516129,0.38560781644591,0.0650413223140496,"protein_coding"
"Dennd5a_chr7_109893780_109960470_-_ENSMUSG00000035901.14_ENSMUSG00000035901.14.unspliced",-0.025215876,0.273439711,0.49802825,0.249575878696114,0.29098823580536,0.368624498995899,61,7,53,0.114754098360656,0.226682575875343,0.058984375,"protein_coding"
"Dennd5b_chr6_148988071_149101680_-_ENSMUSG00000030313.15_ENSMUSG00000030313.15.unspliced",-0.118615918,0.037233603,0.104173151,0.0296324575913995,0.0941030831393667,0.15070009438606,53,20,29,0.377358490566038,0.221052236588107,-0.0197648795874767,"protein_coding"
"Dennd6a_chr14_26573856_26634322_+_ENSMUSG00000040818.10_ENSMUSG00000040818.10.unspliced",-0.113565285,0.397289443,0.432743918,0.00512447117857986,0.17684839566302,0.199125927667854,64,19,41,0.296875,0.161134106044642,0.00209319526627219,"protein_coding"
"Dennd6a_chr14_26573856_26634322_+_ENSMUSG00000040818.10_ENSMUST00000224111.1",-0.047624246,-0.100648259,-0.222448006,0.0563855429959179,0.000185693177205903,0.0113554868783511,NA,NA,NA,NA,NA,NA,"protein_coding"
"Dennd6b_chr15_89182213_89196496_-_ENSMUSG00000015377.10_ENSMUSG00000015377.10.unspliced",-0.246139894,-0.09042336,0.119382699,0.228145441317464,0.342639976062164,0.331988049099739,52,16,34,0.307692307692308,0.221591821755438,-0.00754399999999999,"protein_coding"
"Dennd6b_chr15_89182213_89196496_-_ENSMUSG00000015377.10_ENSMUST00000078953.8",-0.094359565,-0.100935847,-0.131184877,0.335510836626739,0.296992074564058,0.279809233874909,NA,NA,NA,NA,NA,NA,"protein_coding"
"Denr_chr5_123907175_123928835_+_ENSMUSG00000023106.15_ENSMUSG00000023106.15.unspliced",0.103588509,0.428800717,0.652941676,0.164660560289156,0.171959463282352,0.205793467780734,NA,NA,NA,NA,NA,NA,"protein_coding"
"Depdc1a_chr3_159495433_159529955_+_ENSMUSG00000028175.15_ENSMUSG00000028175.15.unspliced",-0.127673172,0.011362763,0.290847539,0.358476419761476,0.363979808231945,0.412332218256782,78,1,74,0.0128205128205128,0.228616230097635,-0.00680737217598101,"protein_coding"
"Depdc1b_chr13_108316332_108407782_+_ENSMUSG00000021697.12_ENSMUSG00000021697.12.unspliced",-0.114656717,0.009707559,0.318209931,0.183493716047944,0.270616595272485,0.37324344503633,65,7,57,0.107692307692308,0.336687684333544,0.0162831926619648,"protein_coding"
"Depdc1b_chr13_108316332_108407782_+_ENSMUSG00000021697.12_ENSMUST00000171178.1",0.124356291,-0.025981858,-0.206891085,0.181680468065718,0.214972465464792,0.29757716704157,94,24,65,0.25531914893617,0.362630647400209,0.0848065658993395,"protein_coding"
"Depdc5_chr5_32863701_32994236_+_ENSMUSG00000037426.18_ENSMUSG00000037426.18.unspliced",-0.047836443,0.274917339,0.468789248,0.139041697280679,0.262805756082268,0.28623939408757,49,7,40,0.142857142857143,0.203902183741713,-0.0110391398570419,"protein_coding"
"Depdc5_chr5_32863701_32994236_+_ENSMUSG00000037426.18_ENSMUST00000049780.12",-0.110641488,-0.25218043,-0.336200493,0.230023691182762,0.120606962037764,0.149705555523296,NA,NA,NA,NA,NA,NA,"protein_coding"
"Depdc7_chr2_104721784_104742878_-_ENSMUSG00000027173.7_ENSMUSG00000027173.7.unspliced",-0.150519071,0.078354512,0.31986576,0.282011951431663,0.242461161110075,0.178160711728616,50,6,44,0.12,0.183027250008854,-0.031288103947569,"protein_coding"
"Deptor_chr15_55112317_55259271_+_ENSMUSG00000022419.16_ENSMUSG00000022419.16.unspliced",-0.117898807,0.382358943,0.62868,0.277918360992605,0.264301562517899,0.182713497878287,76,26,46,0.342105263157895,0.143338942878049,0.00163562668612912,"protein_coding"
"Dera_chr6_137754546_137857340_+_ENSMUSG00000030225.11_ENSMUSG00000030225.11.unspliced",-0.057342478,0.222183203,0.543651781,0.133801005005889,0.401052871539564,0.424783286560891,70,19,44,0.271428571428571,0.169795596333475,-0.02362398168257,"protein_coding"
"Derl1_chr15_57869502_57892448_-_ENSMUSG00000022365.6_ENSMUSG00000022365.6.unspliced",-0.006713609,0.265112898,0.644180955,0.208880594175888,0.293373487781444,0.268268824527978,69,15,48,0.217391304347826,0.177795649705969,0.0123225898943033,"protein_coding"
"Derl2_chr11_71007164_71019841_-_ENSMUSG00000018442.13_ENSMUSG00000018442.13.unspliced",-0.103753211,0.149766743,0.296269775,0.219572321705018,0.250826674393042,0.233495373626473,71,17,52,0.23943661971831,0.184316113821229,-0.00765929874321481,"protein_coding"
"Derl3_chr10_75893413_75895941_+_ENSMUSG00000009092.5_ENSMUSG00000009092.5.unspliced",-0.018804981,0.117113777,0.066426307,0.0330866027351871,0.0502596728077132,0.170927091014626,52,29,17,0.557692307692308,0.176459486437104,0.0172606749311295,"protein_coding"
"Des_chr1_75360329_75368579_+_ENSMUSG00000026208.9_ENSMUSG00000026208.9.unspliced",-0.125980991,0.533285382,0.201145369,0.0102638775080844,0.0908341144925202,0.106089062218158,49,10,38,0.204081632653061,0.209366260696468,-0.0101996527777778,"protein_coding"
"Desi1_chr15_81992523_82033862_-_ENSMUSG00000022472.16_ENSMUSG00000022472.16.unspliced",-0.081856005,0.630301845,0.714980166,0.0622938483718725,0.0926647097298232,0.130876390580816,49,31,15,0.63265306122449,0.192452935214379,0.10821258650519,"protein_coding"
"Desi2_chr1_178187417_178257301_+_ENSMUSG00000026502.13_ENSMUSG00000026502.13.unspliced",-0.066807193,0.323361882,0.601095695,0.234720860253312,0.559406853582551,0.530838000667045,57,11,46,0.192982456140351,0.217684617792409,-0.0250109059182783,"protein_coding"
"Det1_chr7_78821547_78847263_-_ENSMUSG00000030610.13_ENSMUSG00000030610.13.unspliced",-0.025635369,0.214588585,0.479330131,0.282567671356836,0.255826253711144,0.241301885293416,86,15,69,0.174418604651163,0.107279097411894,0.0641937869822485,"protein_coding"
"Dexi_chr16_10502531_10543054_-_ENSMUSG00000038055.12_ENSMUSG00000038055.12.unspliced",0.644644731,0.801177624,0.619669757,0.197450499707859,0.226771885298562,0.192064591237927,79,15,58,0.189873417721519,0.176201896234216,-0.0282095675411193,"protein_coding"
"Dffa_chr4_149104146_149120647_+_ENSMUSG00000028974.13_ENSMUSG00000028974.13.unspliced",-0.037638962,0.147632905,0.113511295,0.148766637495095,0.310735681506749,0.292361402618527,60,20,35,0.333333333333333,0.24730035738932,0.025036524413687,"protein_coding"
"Dffb_chr4_153964449_153975126_-_ENSMUSG00000029027.9_ENSMUSG00000029027.9.unspliced",-0.118331618,-0.140060584,0.137268346,0.186568369537653,0.326346599515691,0.300081409289715,84,16,65,0.19047619047619,0.242992751467155,-0.00702309288167873,"protein_coding"
"Dgat1_chr15_76502015_76511953_-_ENSMUSG00000022555.12_ENSMUSG00000022555.12.unspliced",-0.079892678,0.243502115,0.452974248,0.215475016190088,0.250839106531091,0.319588007851085,95,41,50,0.431578947368421,0.196375421719935,0.0443093254501478,"protein_coding"
"Dgat2_chr7_99153658_99182719_-_ENSMUSG00000030747.5_ENSMUSG00000030747.5.unspliced",-0.170928206,0.310820523,0.524270489,-0.0468084513602798,0.136594805419921,0.142731258366009,69,27,39,0.391304347826087,0.172428425884386,0.0286834663875392,"protein_coding"
"Dgcr2_chr16_17839482_17898562_-_ENSMUSG00000003166.20_ENSMUSG00000003166.20.unspliced",-0.087582789,0.148124024,0.326976781,-0.0569473195612734,0.158516504841545,0.185142221685229,109,37,65,0.339449541284404,0.155551079696341,0.0334522480867348,"protein_coding"
"Dgcr6_chr16_18052860_18071632_+_ENSMUSG00000003531.15_ENSMUSG00000003531.15.unspliced",-0.118379462,-0.118131492,0.116339062,0.115473751867176,0.15254041167611,0.0884083232182706,93,27,64,0.290322580645161,0.205294131236441,0.0355279695597528,"protein_coding"
"Dgcr6_chr16_18052860_18071632_+_ENSMUSG00000003531.15_ENSMUST00000155387.7",-0.079496139,-0.130006623,-0.178275512,0.0392953761926767,0.0422278692615451,-0.0117761392705945,81,32,47,0.395061728395062,0.364581195759376,0.0472702962562346,"protein_coding"
"Dgcr8_chr16_18253948_18289246_-_ENSMUSG00000022718.12_ENSMUSG00000022718.12.unspliced",-0.063283133,-0.019569373,0.256259576,0.443840574547972,0.553011382698995,0.495894547459146,55,7,48,0.127272727272727,0.454401573993279,0.0838365650969529,"protein_coding"
"Dgka_chr10_128720134_128744855_-_ENSMUSG00000025357.8_ENSMUSG00000025357.8.unspliced",-0.159721991,0.355000504,0.258349749,0.0145017879466783,0.264495420786121,0.310816233950054,77,22,52,0.285714285714286,0.324348555631991,0.0596148148148148,"protein_coding"
"Dgkd_chr1_87853287_87945180_+_ENSMUSG00000070738.10_ENSMUSG00000070738.10.unspliced",0.028171351,0.133272883,0.432420449,0.174076348507302,0.280832243079126,0.38418498995998,69,2,62,0.0289855072463768,0.193283420405629,-0.0301438875669245,"protein_coding"
"Dgke_chr11_89035179_89066850_-_ENSMUSG00000000276.11_ENSMUSG00000000276.11.unspliced",-0.015190705,0.696041315,0.6764426,0.419232761951996,0.352631356268329,0.356745378039457,70,1,68,0.0142857142857143,0.222713251129174,-0.01232421875,"protein_coding"
"Dgkh_chr14_78558750_78732776_-_ENSMUSG00000034731.11_ENSMUSG00000034731.11.unspliced",-0.123129161,0.547547234,0.709992374,0.0726879814686407,0.163441461157301,0.101538246374278,75,30,39,0.4,0.149147233063404,0.0346173015307939,"protein_coding"
"Dgkh_chr14_78558750_78732776_-_ENSMUSG00000034731.11_ENSMUST00000074729.5",-0.183587737,-0.281751173,-0.344297965,0.0334853043844468,0.108255711287328,0.206474040765112,47,12,31,0.25531914893617,0.12776288223856,-0.0312981820789559,"protein_coding"
"Dgki_chr6_36846022_37300184_-_ENSMUSG00000038665.15_ENSMUST00000042075.7",0.266979097,0.093106317,-0.147096946,0.00482450256924166,-0.022952360291116,-0.0380132015002342,61,36,21,0.59016393442623,0.156049005434586,0.027458642145724,"protein_coding"
"Dgkq_chr5_108646693_108669672_-_ENSMUSG00000004815.12_ENSMUSG00000004815.12.unspliced",-0.006487122,0.107310663,0.264236572,0.350578642203015,0.484454301893366,0.40757952292218,97,12,83,0.123711340206186,0.184013854014614,-0.00357780612244898,"protein_coding"
"Dgkq_chr5_108646693_108669672_-_ENSMUSG00000004815.12_ENSMUST00000053913.12",-0.062450239,-0.132037304,-0.171000514,0.271372875036765,0.396804572364463,0.354050425431921,58,13,44,0.224137931034483,0.18298908499589,-0.0148416737984776,"protein_coding"
"Dgkz_chr2_91932824_91975864_-_ENSMUSG00000040479.12_ENSMUSG00000040479.12.unspliced",-0.050543956,0.413221166,0.709491105,0.207405811619236,0.302536111435171,0.373935612282401,87,16,70,0.183908045977011,0.119712819497113,0.00916863343977047,"protein_coding"
"Dglucy_chr12_100779057_100896981_+_ENSMUSG00000021185.16_ENSMUSG00000021185.16.unspliced",0.13755073,0.681884879,0.729321483,0.0983572563194078,0.240267776880807,0.227481731323176,61,5,53,0.0819672131147541,0.111946318590208,-0.0230532107095101,"protein_coding"
"Dglucy_chr12_100779057_100896981_+_ENSMUSG00000021185.16_ENSMUST00000069782.10",-0.144076281,0.309022716,0.037114035,0.225287993780123,0.376974299608719,0.311519783336127,62,14,48,0.225806451612903,0.108135025276066,0.00262984878369496,"protein_coding"
"Dguok_chr6_83480217_83506969_-_ENSMUSG00000014554.13_ENSMUSG00000014554.13.unspliced",-0.031482837,0.523606506,0.719910632,0.229093143894318,0.255730405931428,0.224444823773134,55,18,35,0.327272727272727,0.249420557879892,-0.0285517415397754,"protein_coding"
"Dhcr24_chr4_106561038_106589113_+_ENSMUSG00000034926.3_ENSMUSG00000034926.3.unspliced",0.047292525,0.458064166,0.820957887,0.0257562813060943,-0.0765616399987234,0.0127594372736759,NA,NA,NA,NA,NA,NA,"protein_coding"
"Dhcr7_chr7_143823145_143848410_+_ENSMUSG00000058454.15_ENSMUSG00000058454.15.unspliced",0.061215444,0.726586277,0.720981618,0.150518201205465,0.107562833423843,0.15325153998728,59,19,38,0.322033898305085,0.154716560169525,-0.00982651200769564,"protein_coding"
"Dhcr7_chr7_143823145_143848410_+_ENSMUSG00000058454.15_ENSMUST00000141916.7",0.062190735,0.114723083,-0.009260166,0.104008191881122,0.135308854348787,0.051389433620169,70,28,39,0.4,0.235064572177516,-0.0151175622719697,"protein_coding"
"Dhdds_chr4_133969028_134000918_-_ENSMUSG00000012117.13_ENSMUSG00000012117.13.unspliced",-0.098034179,0.461854377,0.69898102,0.299442805613668,0.254330953533754,0.28259194350149,59,12,44,0.203389830508475,0.158146902390412,-0.0208642578125,"protein_coding"
"Dhdds_chr4_133969028_134000918_-_ENSMUSG00000012117.13_ENSMUST00000105887.7",-0.228560919,-0.373562896,-0.411262513,0.308092068397779,0.266961633340925,0.303837903812885,69,26,40,0.376811594202899,0.21353712785883,0.00266412724325183,"protein_coding"
"Dhdh_chr7_45470987_45488805_-_ENSMUSG00000011382.8_ENSMUSG00000011382.8.unspliced",-0.118455936,-0.008607448,-0.047877862,0.00735133378370614,-0.0315585361916933,-0.135154879216149,NA,NA,NA,NA,NA,NA,"protein_coding"
"Dhfr_chr13_92354726_92389053_+_ENSMUSG00000021707.5_ENSMUSG00000021707.5.unspliced",-0.047118688,0.334987942,0.644957353,0.0695371611290794,0.147572168122013,0.135899558243797,50,18,30,0.36,0.364469095561886,0.0692954881656805,"protein_coding"
"Dhh_chr15_98891152_98898540_-_ENSMUSG00000023000.5_ENSMUSG00000023000.5.unspliced",-0.06698363,-0.0611186,-0.066432642,0.176510462296826,0.119986244062769,0.179299503890348,NA,NA,NA,NA,NA,NA,"protein_coding"
"Dhodh_chr8_109591343_109608673_-_ENSMUSG00000031730.18_ENSMUSG00000031730.18.unspliced",-0.08924422,-0.103367621,0.183023066,0.147189046964293,0.212419003068276,0.296430686133294,53,7,45,0.132075471698113,0.265815115697694,0.00353943335196192,"protein_coding"
"Dhps_chr8_85071757_85075162_+_ENSMUSG00000060038.14_ENSMUSG00000060038.14.unspliced",-0.120350622,-0.044320493,-0.038877876,0.0916950853362355,0.197010774006641,0.192365483980412,65,13,50,0.2,0.190151549071878,-0.0177846364883402,"protein_coding"
"Dhrs1_chr14_55739020_55745690_-_ENSMUSG00000002332.16_ENSMUSG00000002332.16.unspliced",-0.15699388,-0.069033017,0.191071125,0.0630548925501895,0.211076766484165,0.206113531445717,52,15,32,0.288461538461538,0.208425996202915,0.00577256944444443,"protein_coding"
"Dhrs11_chr11_84820856_84828994_-_ENSMUSG00000034449.7_ENSMUSG00000034449.7.unspliced",-0.122021365,0.420559734,0.306709429,0.149832049678778,0.270820925392902,0.30744105438341,73,22,50,0.301369863013699,0.130458369631335,-0.0184650246506548,"protein_coding"
"Dhrs13_chr11_78032280_78037866_+_ENSMUSG00000020834.17_ENSMUSG00000020834.17.unspliced",-0.063245417,0.621511113,0.579883226,0.368415990117189,0.287533482908225,0.169093028876299,78,27,45,0.346153846153846,0.284052728529741,-0.0125605677641527,"protein_coding"
"Dhrs3_chr4_144892827_144928209_+_ENSMUSG00000066026.14_ENSMUSG00000066026.14.unspliced",0.073654917,0.472234475,0.572299453,0.06492084035182,-0.00702381787376543,-0.00795906735079833,72,27,39,0.375,0.180000551566946,0.0467138692211578,"protein_coding"
"Dhrs4_chr14_55478758_55490340_+_ENSMUSG00000022210.7_ENSMUSG00000022210.7.unspliced",-0.053818542,0.546245581,0.525534714,0.263982868466541,0.17184952627614,0.113935734481189,NA,NA,NA,NA,NA,NA,"protein_coding"
"Dhrs7_chr12_72650353_72664909_-_ENSMUSG00000021094.10_ENSMUSG00000021094.10.unspliced",0.01111026,0.083220181,0.156338134,0.15608314649612,0.00508861809259665,0.00766675161434732,NA,NA,NA,NA,NA,NA,"protein_coding"
"Dhrs7b_chr11_60830631_60860195_+_ENSMUSG00000042569.13_ENSMUSG00000042569.13.unspliced",-0.10881646,0.399143257,0.644276212,0.231615490673609,0.323100279690784,0.260869570012765,100,13,82,0.13,0.211982616731047,0.0122288324018989,"protein_coding"
"Dhtkd1_chr2_5896115_5942792_-_ENSMUSG00000025815.13_ENSMUSG00000025815.13.unspliced",0.469460664,0.568879552,0.477619228,0.0779790950138499,0.176582468834114,0.220643652159473,66,4,56,0.0606060606060606,0.198386441597252,-0.0299464922711058,"protein_coding"
"Dhx15_chr5_52150203_52190514_-_ENSMUSG00000029169.11_ENSMUSG00000029169.11.unspliced",-0.068305714,-0.0643987,0.09486013,0.0627493462838444,0.101943269133107,0.214944081357995,NA,NA,NA,NA,NA,NA,"protein_coding"
"Dhx15_chr5_52150203_52190514_-_ENSMUSG00000029169.11_ENSMUST00000199321.4",-0.101196771,-0.136339288,-0.269898478,0.105118643998516,0.159599243690518,0.234640434038582,NA,NA,NA,NA,NA,NA,"protein_coding"
"Dhx16_chr17_35879819_35892670_+_ENSMUSG00000024422.14_ENSMUSG00000024422.14.unspliced",-0.110327983,-0.142353499,-0.110130806,0.0357317776596981,0.06377305299885,0.177205538782202,103,25,70,0.242718446601942,0.302898354476583,0.00759619737437759,"protein_coding"
"Dhx29_chr13_112927454_112969432_+_ENSMUSG00000042426.6_ENSMUSG00000042426.6.unspliced",-0.017435254,0.710189578,0.691919234,0.112791896286693,0.310421408466202,0.349454317701633,50,9,38,0.18,0.138294270636492,-0.0295774807559319,"protein_coding"
"Dhx30_chr9_110084320_110117830_-_ENSMUSG00000032480.17_ENSMUSG00000032480.17.unspliced",-0.012560605,0.157227668,0.231693201,0.297256009769836,0.255308959693314,0.245194381298377,87,5,78,0.0574712643678161,0.273749599063273,0.0796794479867237,"protein_coding"
"Dhx30_chr9_110084320_110117830_-_ENSMUSG00000032480.17_ENSMUST00000199529.4",0.067726561,-0.061557738,-0.203086321,0.188024308656575,0.202955918186382,0.209654794286671,107,19,84,0.177570093457944,0.178845628712274,0.159605522682446,"protein_coding"
"Dhx32_chr7_133720942_133782726_-_ENSMUSG00000030986.13_ENSMUSG00000030986.13.unspliced",0.071422277,0.504250985,0.765324149,0.167585725392057,0.29473310703573,0.272134473604232,93,38,47,0.408602150537634,0.171318496879809,-0.0333251384503907,"protein_coding"
"Dhx32_chr7_133720942_133782726_-_ENSMUSG00000030986.13_ENSMUST00000063669.7",0.189237722,0.002906159,-0.1875962,0.174119266024863,0.284146703355818,0.27359480941443,NA,NA,NA,NA,NA,NA,"protein_coding"
"Dhx33_chr11_70984091_71004437_-_ENSMUSG00000040620.15_ENSMUSG00000040620.15.unspliced",-0.093803888,0.14910819,0.094529515,0.0944688853650147,0.391382606255499,0.354482911537521,106,26,74,0.245283018867925,0.248982870425754,0.0164384949532048,"protein_coding"
"Dhx33_chr11_70984091_71004437_-_ENSMUSG00000040620.15_ENSMUST00000124464.1",0.172686401,0.034810475,-0.054941858,0.0693806913132404,0.185161918103556,0.140145972010013,NA,NA,NA,NA,NA,NA,"protein_coding"
"Dhx34_chr7_16197147_16222037_-_ENSMUSG00000006019.15_ENSMUSG00000006019.15.unspliced",0.050311919,0.702204096,0.75438262,0.270277289131275,0.259915653613804,0.219254480558289,89,12,75,0.134831460674157,0.171607341252428,0.0521873224575928,"protein_coding"
"Dhx34_chr7_16197147_16222037_-_ENSMUSG00000006019.15_ENSMUST00000163968.7",0.642983283,0.337479197,0.144641851,0.276839811706988,0.265200342865384,0.193532218201313,NA,NA,NA,NA,NA,NA,"protein_coding"
"Dhx35_chr2_158794807_158858214_+_ENSMUSG00000027655.14_ENSMUSG00000027655.14.unspliced",-0.091170029,-0.051237196,0.278757587,0.27096499465242,0.38403615662994,0.366031735560617,70,13,53,0.185714285714286,0.202283720507424,0.00883852982361484,"protein_coding"
"Dhx36_chr3_62468013_62507004_-_ENSMUSG00000027770.5_ENSMUSG00000027770.5.unspliced",-0.113878745,0.17101239,0.168019538,0.2318555261508,0.298495698078795,0.361936464403134,68,18,48,0.264705882352941,0.328082112713767,0.0371921131835957,"protein_coding"
"Dhx37_chr5_125413858_125434121_-_ENSMUSG00000029480.13_ENSMUSG00000029480.13.unspliced",-0.056723886,0.535441734,0.542776837,0.172078905749061,0.268862757268642,0.271929018615421,74,20,52,0.27027027027027,0.142478554439282,-0.0059549102210783,"protein_coding"
"Dhx38_chr8_109548011_109565861_-_ENSMUSG00000037993.8_ENSMUSG00000037993.8.unspliced",-0.0678384,-0.114673871,-0.105218662,0.103003907864727,0.143741769697242,0.172228424225235,60,21,35,0.35,0.260513785004106,0.0726764410317195,"protein_coding"
"Dhx40_chr11_86768846_86807746_-_ENSMUSG00000018425.18_ENSMUSG00000018425.18.unspliced",-0.071805613,0.245411921,0.291460539,0.208518483948166,0.4450513815726,0.406178419168605,57,9,45,0.157894736842105,0.213131561680912,-0.034453125,"protein_coding"
"Dhx57_chr17_80238309_80290476_-_ENSMUSG00000035051.15_ENSMUSG00000035051.15.unspliced",-0.091288458,0.591012761,0.655455303,0.273278389748641,0.351536225991707,0.324075692288716,60,3,56,0.05,0.220854098584764,0.0072418186803439,"protein_coding"
"Dhx58_chr11_100694884_100704271_-_ENSMUSG00000017830.15_ENSMUSG00000017830.15.unspliced",-0.21305764,0.020679178,0.007015625,0.215147908611457,0.430287352319234,0.411435721777262,63,10,51,0.158730158730159,0.0791714447192727,-0.0257454782467003,"protein_coding"
"Dhx8_chr11_101732919_101767358_+_ENSMUSG00000034931.15_ENSMUSG00000034931.15.unspliced",0.011785804,0.440123518,0.575774711,0.0991812575126041,0.268681843341668,0.352701577351276,84,16,66,0.19047619047619,0.198884781017732,0.138167088828719,"protein_coding"
