"target_id","length.x","Median_tpm","chrom_average","cyto_average","chrom_enrichment","alyref_rpm_less_igg","ciz1_rpm_less_igg","hnrnpc_rpm_less_igg","hnrnpk_rpm_less_igg","hnrnpl_rpm_less_igg","hnrnpm_rpm_less_igg","hnrnpu_rpm_less_igg","khdrbs1_rpm_less_igg","lbr_rpm_less_igg","matrin3_rpm_less_igg","nudt21_rpm_less_igg","nxf1_rpm_less_igg","pabpn1_rpm_less_igg","ptbp1_rpm_less_igg","rbm15_rpm_less_igg","ring1b_rpm_less_igg","rybp_rpm_less_igg","safb_rpm_less_igg","sfpq_rpm_less_igg","spen_rpm_less_igg","srsf1_rpm_less_igg","supt16h_rpm_less_igg","tia1_rpm_less_igg","u2af35_rpm_less_igg","u2af65_rpm_less_igg","xrn2_rpm_less_igg","ythdc1_rpm_less_igg"
"Galnt1_chr18_24205344_24286818_+_ENSMUSG00000000420.15_ENSMUSG00000000420.15.unspliced",81475,1.959585,22.31965,0.3755265,0.983453466,0.046468,0,40.3668,45.8316,50.2893,44.5219,47.6388,5.04992,0.39822,76.7248,6.063,0.220625,2.20439,14.8933,1.15113,0.721478,-0.00841458,39.7233,2.65514,7.10033,0.417827,-0.00841458,24.6911,3.06141,7.06746,2.93847,10.1817
"Galnt10_chr11_57645442_57787514_+_ENSMUSG00000020520.14_ENSMUSG00000020520.14.unspliced",142073,2.69187,37.1987,0.4163315,0.988931779,0,199.762,15.5976,186.85,84.2362,60.1304,145.73,267.092,5.32507,240.42,15.8238,5.74586,4.72529,145.93,14.1548,2.5311,1.84646,164.532,172.667,189.001,8.89784,0.236182,137.763,5.62902,5.91735,142.56,9.56622
"Galnt11_chr5_25221904_25265918_+_ENSMUSG00000038072.14_ENSMUSG00000038072.14.unspliced",44015,1.99952,13.090355,0.647166,0.952890627,-0.08546,0,10.8898,9.91001,6.96989,13.6559,11.6186,0.22348,0.328151,48.6565,6.56856,0.829702,0.806907,12.3472,0.667625,0.017896,0.47321,8.69763,1.02467,3.24603,1.06358,-0.0065947,4.21328,2.91231,8.08094,0.629042,16.6563
"Galnt12_chr4_47091909_47123070_+_ENSMUSG00000039774.12_ENSMUSG00000039774.12.unspliced",31162,0.912469,6.09621,0.2497565,0.960643268,0.176439,0.532322,0.786042,3.43024,1.56201,2.27172,4.78519,2.01588,0,3.60109,5.94032,6.97596,-0.0593997,14.499,6.22595,0.103708,0.105859,18.3662,1.22669,2.42123,0.654395,0,2.64629,2.24099,2.45328,0.58802,12.378
"Galnt12_chr4_47091909_47123070_+_ENSMUSG00000039774.12_ENSMUST00000107744.1",2077,0.6707365,6.133645,1.16228,0.840694634,-0.280026,-0.248047,-0.264617,-0.385837,-0.406677,-0.715125,-0.607839,-0.277402,0.0229768,-0.278779,-0.225023,-0.19595,3.91729,-1.2106,-0.434462,0,-0.279989,-0.390686,0,0,0.0793958,0,-0.25843,-0.277248,-0.359122,0,-0.201673
"Galnt14_chr17_73493228_73710453_-_ENSMUSG00000024064.14_ENSMUSG00000024064.14.unspliced",217226,0.1580335,1.773325,0.01758974,0.990178349,0,0.295193,2.70705,5.22646,1.69693,2.94781,8.40711,0.418938,0.89784,27.35,0.783923,0.673888,0.0539786,9.35387,0,0.651291,0.536825,17.6103,0.693136,2.37575,0.091689,0.115706,1.91394,0,0.61896,2.47055,0.277393
"Galnt14_chr17_73493228_73710453_-_ENSMUSG00000024064.14_ENSMUST00000112591.2",1843,0.484729,0.1237985,0,1,0.0899507,0,0,0,0,-0.0472477,-0.162549,0,0,0.127586,0,0,0,0.0217473,0,-0.160318,0.0622064,-0.103686,0.00902483,0.0330196,0,0.13472,0,0,0.0470833,0,-0.0402107
"Galnt17_chr5_130872082_131308497_-_ENSMUSG00000034040.16_ENSMUSG00000034040.16.unspliced",436416,0.1557725,2.141585,0.0221881,0.989745644,0.0129262,0,10.0785,10.0723,7.11648,5.80411,16.9266,0.306997,2.72109,23.1031,1.13823,1.26338,0.293063,26.3224,0.2526,0.828443,0.686793,17.4634,1.78818,3.6113,0.0095061,0.687989,5.30892,-0.113341,0.408416,4.57093,0.819205
"Galnt17_chr5_130872082_131308497_-_ENSMUSG00000034040.16_ENSMUST00000160609.1",2875,0.5388785,1.140753,0.01345035,0.988346638,2.14939,0,-0.0343834,-0.0843034,-0.0628113,-0.0332932,-0.0611058,-0.104402,0.189598,-0.0505162,1.84464,6.74703,-0.080232,0,0.0223855,-0.0839033,0.120251,0.099521,-0.0578616,-0.0174347,1.7915,2.19169,-0.0015362,0.127945,0.118372,-0.0466295,5.77265
"Galnt18_chr7_111471661_111779977_-_ENSMUSG00000038296.14_ENSMUSG00000038296.14.unspliced",308317,0.513898,8.72865,0.06530105,0.992574322,0.184609,2.27744,13.7129,38.0924,36.4523,25.5814,81.6655,6.93501,2.37053,104.812,7.08742,5.11804,2.3044,69.2918,4.09795,6.42798,4.02869,61.0593,14.2813,32.8492,2.55022,2.67851,25.8748,2.37441,5.03422,13.2676,5.71852
"Galnt2_chr8_124231391_124345724_+_ENSMUSG00000089704.9_ENSMUSG00000089704.9.unspliced",114334,1.219835,15.569525,0.05985025,0.996170656,0.000284,354.372,25.539,17.4233,27.4649,68.118,39.4657,552.368,15.5734,44.6821,37.7471,4.78305,3.53098,23.5599,77.1224,1.96564,0.195533,50.049,134.501,47.4311,3.57762,0.674411,62.8845,25.8762,2.01121,74.2721,0
"Galnt2l_chr8_119910841_124345722_+_ENSMUSG00000092329.1_ENSMUSG00000092329.1.unspliced",4434882,0.0997727,2.8474685,0.33614505,0.894413991,1.42292,41.6775,43.1146,66.9159,51.4474,20.339,62.3164,60.9281,5.94859,38.626,46.0138,15.4498,43.0201,47.6391,43.8417,3.28296,3.7312,136.66,15.8071,22.3918,33.8301,3.13945,39.9689,15.7953,16.0528,33.7766,251.368
"Galnt3_chr2_66082766_66124994_-_ENSMUSG00000026994.9_ENSMUSG00000026994.9.unspliced",42229,0.789857,9.033135,0.1995425,0.978387364,0.022307,0.319319,6.24029,11.6805,4.2676,5.13104,12.6941,0.11948,0.121605,26.3784,0.781838,0.160229,0.4323,2.14982,0.244937,0.184642,0.514394,4.6197,0,0.861652,0.0338153,0.0993251,2.37768,0.857014,3.58303,2.94527,0.847796
"Galnt6_chr15_100691813_100729376_-_ENSMUSG00000037280.12_ENSMUSG00000037280.12.unspliced",37564,0.104677,1.038739,0.03188695,0.970216535,-0.00810889,0,0,1.57995,0.431107,1.20827,0.584088,0.160118,0,0.0579952,0.440527,0.242908,0.164072,3.47677,0,0.121282,0,2.61514,0.434224,0.644747,0.0673481,0.163606,0.929093,0.046421,0,0.71428,0.241017
"Galnt7_chr8_57523828_57653032_-_ENSMUSG00000031608.13_ENSMUSG00000031608.13.unspliced",129205,1.10222,12.522965,0.415591,0.967879646,0.117948,1.27506,21.1355,32.9642,37.3164,10.1892,49.0338,3.93815,1.29315,65.886,15.2477,4.42782,2.43548,41.278,1.01415,1.8306,2.76922,49.6446,14.6676,25.4597,4.77884,1.14295,19.6792,3.12143,8.63237,4.40091,3.4474
"Galr2_chr11_116280939_116283938_+_ENSMUSG00000020793.5_ENSMUSG00000020793.5.unspliced",3000,0.0895854,1.30788,0.2266,0.852327824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127015,0,0,0,0,0,0.558994
"Galr3_chr15_79041885_79043558_+_ENSMUSG00000114755.1_ENSMUST00000058004.3",1245,0.1237805,0.2012185,0,1,0,0,0,0,0,0,0,0,0,0,0,0.160782,0,0,0,0,0,0.244592,0,0,0,0,0,0,0,0,0.834151
"Galt_chr4_41755228_41758695_+_ENSMUSG00000036073.17_ENSMUSG00000036073.17.unspliced",3468,0.714701,10.59732,0,1,-0.0136159,0,0,0,0,0,0,0,0,0,0.053802,0.0477643,-0.551622,0,0,0,0,0,0,0,2.36986,0,0,4.34863,7.57898,0,0
"Galt_chr4_41755228_41758695_+_ENSMUSG00000036073.17_ENSMUST00000108038.1",1859,1.0428795,4.1895,0,1,0.26984,0,0,0,0,0,0,0,0,0,2.42301,0.119364,4.39578,0,0,0,0,0,0,0,0,0,0,1.57426,4.43613,0,1.69267
"Gamt_chr10_80258151_80261012_-_ENSMUSG00000020150.13_ENSMUSG00000020150.13.unspliced",2862,0.148159,1.886823,0.059404,0.969477353,0,0,0,0,0,0,0,0,0,0,0.172285,0.106036,0,0,0.253265,0,0.0736747,0,0.0977493,0,0.0926687,0,0,0.152062,0,0.0968737,0
"Gan_chr8_117158135_117215997_+_ENSMUSG00000052557.11_ENSMUSG00000052557.11.unspliced",57863,1.818685,12.91666,1.37773,0.903617433,0.158552,2.35351,7.08183,17.6562,18.2946,18.313,20.1555,3.36065,0.669766,23.1162,3.27816,0.344578,1.06686,8.88254,1.53044,0.477609,0.366262,12.5194,5.01245,11.3841,2.86646,0.193755,8.69558,1.17308,4.88477,6.11522,1.62871
"Ganab_chr19_8898071_8916672_+_ENSMUSG00000071650.6_ENSMUSG00000071650.6.unspliced",18602,2.58781,41.36175,1.122177,0.973585846,-0.03026,0,5.24002,2.59605,17.1361,1.40399,5.81662,0,0,17.5786,0,0.248791,-0.127692,48.614,0.0223855,0,0,13.496,0,0,6.68725,0,3.42398,19.6611,43.1431,0,0
"Ganc_chr2_120403896_120461700_+_ENSMUSG00000062646.12_ENSMUSG00000062646.12.unspliced",57805,0.2936155,2.92503,0.152735,0.950374704,0.904192,0,0.456768,1.5502,3.24861,3.2124,2.13216,0.154633,0,6.6029,1.37582,2.18037,0.361509,4.9404,-0.0165914,0.0953554,-0.0163154,3.26534,0,0.0110299,1.27905,0.176486,0.346488,2.14692,2.55355,0,9.67065
"Gapdh_chr6_125161715_125166467_-_ENSMUSG00000057666.18_ENSMUSG00000057666.18.unspliced",4753,18.68925,78.01045,7.21281,0.915365711,0,0,0,90.8214,0,0,0,0,0,0,15.5634,0,0,0,0,0,0,0,0,0,12.3633,9.95869,0,0,30.642,0,0
"Gapvd1_chr2_34674594_34755232_-_ENSMUSG00000026867.18_ENSMUSG00000026867.18.unspliced",80639,2.428895,28.58025,0.5778955,0.98018065,0.125162,0,77.2503,39.1244,69.0324,16.2687,59.0985,1.95682,0.31208,14.141,6.29666,1.08416,7.28786,23.1887,1.07406,0.402749,0.305828,27.0472,9.70919,12.7259,5.3464,0.173851,20.207,26.1237,33.8743,1.86997,5.63277
"Gar1_chr3_129824912_129831396_-_ENSMUSG00000028010.16_ENSMUSG00000028010.16.unspliced",6485,3.79397,34.5392,2.33162,0.936762459,-0.079666,0,2.04685,0.50064,10.0465,0.462842,10.2086,0,0,0,0,0,0,0,0,0,0,7.45042,0,0,0,0.213336,3.26841,0,9.14032,0,0
"Garem1_chr18_21127201_21300138_-_ENSMUSG00000042680.8_ENSMUSG00000042680.8.unspliced",172938,0.448069,6.43989,0.08513755,0.986952155,0,0.0651845,9.91451,14.8346,20.0533,12.3005,33.954,3.39083,1.16809,47.8751,3.7713,1.24177,1.54397,10.4359,1.03086,1.72353,2.04091,22.7525,5.75816,11.6795,0.265035,1.01611,9.38281,2.11413,3.28739,3.36116,1.723
"Garem2_chr5_30105161_30118378_+_ENSMUSG00000044576.6_ENSMUSG00000044576.6.unspliced",13218,0.09134355,1.1775745,0.0382009,0.968578983,0,0,0,0,0,0.744181,0,0,0,2.70708,0,0.0882328,0,0.605867,0,0,0,0,0,0,0.0297345,0,0,0,0.393228,0.586599,0
"Garnl3_chr2_32986224_33131654_-_ENSMUSG00000038860.15_ENSMUSG00000038860.15.unspliced",145431,0.631274,7.63578,0.1140052,0.985289244,0.36,0,17.6964,27.4258,36.6612,14.0016,48.7943,3.81616,1.15824,29.6218,2.86183,3.9556,6.58901,5.97933,3.50772,2.65787,1.65983,48.5405,4.49309,8.44668,5.54365,1.39687,12.1078,7.23444,8.83812,6.16093,19.7441
"Gars_chr6_55038007_55079500_+_ENSMUSG00000029777.10_ENSMUSG00000029777.10.unspliced",41494,2.92621,36.7157,0.756449,0.979813034,0.151227,0.0185679,24.6795,13.154,29.8866,20.5478,40.9788,0.758797,0.062842,36.0178,7.41737,0.201049,-0.200284,13.0403,1.49045,0,0.684441,42.0596,0.548566,1.58947,4.34231,0.233971,12.3774,5.34792,22.115,5.75567,0
"Gart_chr16_91621186_91646952_-_ENSMUSG00000022962.15_ENSMUSG00000022962.15.unspliced",25767,3.007235,38.4847,1.2038475,0.969667635,-0.120653,0,12.7051,7.38411,1.34172,2.49509,15.5061,0.812751,0,0.058001,0.0110083,2.25045,0.384964,1.04357,-0.0081602,0,-0.00816173,0.00730902,0,0.0440503,-0.00820854,0.0192635,0,0.835868,29.2917,0.0179625,-0.0140166
"Gas2_chr7_51862015_51994975_+_ENSMUSG00000030498.15_ENSMUSG00000030498.15.unspliced",132961,0.7595395,9.243275,0.171992,0.981732648,1.76849,0.987546,22.0298,26.2127,32.5426,11.6423,42.4604,3.32378,1.63021,28.2719,7.66893,4.58259,1.72161,19.2049,1.53913,2.38405,2.2972,23.3826,6.83745,9.65546,4.6159,1.23787,15.9596,11.892,22.6053,6.66646,11.8495
"Gas2_chr7_51862015_51994975_+_ENSMUSG00000030498.15_ENSMUST00000051912.12",2181,1.612525,4.83727,1.436995909,0.770969874,0.0306527,0,-0.363915,-0.363915,-0.363915,-0.167941,-0.457549,0,0.035589,-0.363915,0.044314,1.13826,0,0,-0.111512,0,0.161606,-0.190742,0.0797246,-0.0688203,0.359757,1.18053,0.366283,0.424825,0.80938,0.01285,0
"Gas2l3_chr10_89408823_89443967_-_ENSMUSG00000074802.11_ENSMUSG00000074802.11.unspliced",35145,1.95868,21.80365,0.550497,0.975373831,-0.105906,0,15.1355,14.7703,8.82948,10.2914,13.3999,0.578491,2.00578,59.5687,19.4697,0.650387,0.590521,35.9004,0.335412,0,-0.0274405,30.4213,0.263505,0.473158,10.2639,0,10.5291,14.2209,26.9089,1.30287,25.674
"Gas2l3_chr10_89408823_89443967_-_ENSMUSG00000074802.11_ENSMUST00000220128.1",2111,3.86555,16.768665,1.62755e-06,0.999999903,3.47614,0,-0.783973,-0.674836,0,-0.741555,-1.3031,-0.233174,0.152774,-0.164432,0,3.7368,3.69683,0,0.008112,0,-0.157673,-0.707134,0.212911,0,0,0,-0.384347,-0.08506,-0.64014,0.525965,-2.26604
"Gas5_chr1_161034422_161038539_+_ENSMUSG00000053332.13_ENSMUSG00000053332.13.unspliced",4118,59.7756,763.004,33.2359,0.958258937,0.4127,-0.0402107,-0.0402107,12.6743,-0.0402107,-0.0402107,1.88283,-0.0402107,-0.0402107,-0.0402107,-0.0402107,0.12887,2.3363,-0.0402107,-0.0402107,-0.0402107,-0.0402107,-0.0402107,-0.0402107,-0.0402107,105.968,-0.0402107,-0.0402107,205.05,351.58,-0.0402107,-0.0402107
"Gas5_chr1_161034422_161038539_+_ENSMUSG00000053332.13_ENSMUST00000159119.7",665,3.78626,14.964465,2.38781,0.862392107,0,0,0,0,0,0,0,0,0,0,0,0.122991,0.387526,0,0,0,0,0,0,0,1.90696,0,0,0.186865,0.005069,0,0
"Gas6_chr8_13465374_13494490_-_ENSMUSG00000031451.6_ENSMUSG00000031451.6.unspliced",29117,0.346154,3.88182,0.0896512,0.977426199,0,0.23949,0.654488,5.11404,1.4834,1.52972,2.9455,0.298306,0.0876377,0.647983,0.531793,0.024211,0.252393,0.528503,0.222115,0.827903,0.120925,2.89756,1.31834,1.23402,0.0603875,0.0873565,1.72079,0.736753,1.95417,1.25471,0
"Gas7_chr11_67455091_67688990_+_ENSMUSG00000033066.16_ENSMUSG00000033066.16.unspliced",233900,1.23269,20.40495,0.222138,0.989230763,0,2.38925,29.4996,91.7181,110.025,74.1479,185.521,13.9813,6.90501,280.775,15.7577,10.5526,1.62664,126.343,9.02396,6.08083,2.67683,137.288,65.4821,111.899,9.02861,1.16142,78.6355,8.66704,10.7976,20.292,10.5642
"Gas7_chr11_67455091_67688990_+_ENSMUSG00000033066.16_ENSMUST00000108680.1",1466,1.053995,7.97334,0,1,0,-0.0626818,-2.75455,-3.48868,-4.15802,-1.39539,-3.276,-0.842302,0.033205,-2.17729,-0.706231,0,-0.025232,-2.71819,-0.39449,-0.677687,-0.194376,-3.68974,-0.262016,-0.823218,1.69706,0.1453,-2.2333,-1.41862,-0.970401,-1.69674,0.0085902
"Gas8_chr8_123518834_123536650_+_ENSMUSG00000040220.10_ENSMUSG00000040220.10.unspliced",17817,0.5391215,6.036845,0.0822595,0.986556938,0,0,2.28302,9.1606,7.78573,2.14066,5.02202,0,0,0.29812,0.187677,0.232847,0,2.93661,0,0.068197,0.242056,2.46536,0,0.502517,2.77127,0.94857,0.148448,3.65881,4.01252,2.00377,0
"Gas8_chr8_123518834_123536650_+_ENSMUSG00000040220.10_ENSMUST00000212923.1",3469,0.668671,5.962765,0.1896135,0.969180456,0,0,4.06146,1.34086,0.468565,-0.0394365,0.36454,0,0,0,0.650005,0,0,0.634537,0,0,0,0,0,0,0.332878,0,0.93526,0.034505,1.46687,0,0
"Gask1b_chr3_79884533_79946280_+_ENSMUSG00000027955.16_ENSMUSG00000027955.16.unspliced",61748,0.0635379,0.683004,0.00775994,0.988766148,0,0,0,0,0.15977,0.13167,0,0,0,0.599852,0,0,0,0,0,0,0,0.015422,0,0,0,0,0,0,0,0,0
"Gata1_chrX_7959260_7978071_-_ENSMUSG00000031162.14_ENSMUSG00000031162.14.unspliced",18812,0.1423795,5.88178,0.26500905,0.956886588,0,0,0.156168,1.09299,5.58493,0,0.387883,0,0.278665,2.97087,0.019514,0,0,4.21729,0,0,0.23323,4.19738,0,0,0,0,0,0,0.0470875,0,-0.00272404
"Gata2_chr6_88193891_88207032_+_ENSMUSG00000015053.14_ENSMUSG00000015053.14.unspliced",13142,0.80929,5.703225,0.2651815,0.955569129,0,0.399149,1.75056,1.40726,0,0,1.59554,0.38421,0,0,0,0,0,0,0,0,0,0.200367,0,0,0,0,0,0.0261696,3.21706,0,5.11332
"Gata3_chr2_9857078_9890034_-_ENSMUSG00000015619.10_ENSMUSG00000015619.10.unspliced",32957,2.38335,23.3162,0.8546175,0.96464259,0,0,10.67,19.0345,14.5013,18.3768,29.4311,0.682278,1.69711,42.8226,0.263672,1.63487,4.9093,87.8855,0,0.022246,0,4.4428,0,2.44339,1.15943,0,6.05544,4.99738,4.5201,1.83047,0.392134
"Gata4_chr14_63198922_63271692_-_ENSMUSG00000021944.15_ENSMUSG00000021944.15.unspliced",72771,0.618458,6.83009,0.121636,0.982502763,0.172106,0,4.26468,7.89203,13.0079,3.2431,23.592,1.50889,1.39073,6.88924,0.606403,0.730755,2.62731,4.55548,0.372512,0.500779,0.475656,13.2656,3.81711,6.33341,0.620617,0.433336,6.45645,0.653432,1.38008,4.25159,0.533218
"Gata6_chr18_11052064_11085635_+_ENSMUSG00000005836.10_ENSMUSG00000005836.10.unspliced",33572,0.318681,2.746645,0.05275695,0.981154207,0.0461772,0,2.60373,1.71794,0.303339,2.98246,3.75458,0,0.388472,1.10582,0.208447,0.455026,0.230542,0.580039,0.499183,0,0.163993,1.39496,0.0794182,0.118508,0,0,0.410979,0.0966101,1.61102,0.233513,0.0288105
"Gatad1_chr5_3632932_3657185_-_ENSMUSG00000007415.15_ENSMUSG00000007415.15.unspliced",24254,0.6907585,7.057505,0.4666865,0.937975196,0,0.193721,0.454802,0.625215,0.494336,1.48327,1.12746,1.03968,0,0.532723,1.7784,0.238382,0,0.114677,0,0,0.250417,7.94228,0.133676,0.0807051,0.868505,0,0.324955,0.589062,1.6196,0.192693,10.4598
"Gatad2a_chr8_69907076_69996384_-_ENSMUSG00000036180.15_ENSMUSG00000036180.15.unspliced",89309,4.341595,63.94185,0.9784985,0.984927707,-0.00836319,1.31012,205.047,135.841,88.4298,249.049,215.8,2.41211,0.0431513,360.129,5.22241,0.119382,4.23044,127.662,-0.00841739,0.527311,0.635784,99.1518,44.3119,73.3202,3.82356,-0.00832772,112.633,1.08666,7.87428,11.5107,0.21027
"Gatad2b_chr3_90293178_90363407_+_ENSMUSG00000042390.9_ENSMUSG00000042390.9.unspliced",70230,3.83749,44.4242,0.7463525,0.983477012,0.0232801,1.0568,126.373,64.0996,59.1578,56.0428,80.2876,2.91623,1.03978,70.8295,0.241431,1.07371,6.71528,36.3819,0.768784,2.27438,0.280124,27.9947,20.5399,29.7618,1.64523,0.649964,41.2796,4.59317,16.1177,17.7971,1.63088
"Gatad2b_chr3_90293178_90363407_+_ENSMUSG00000042390.9_ENSMUST00000199607.4",2418,3.846995,26.29754,2.007555,0.92907443,0,0,0,5.00258,0,0,0,0,0,-0.241999,0,0.219723,0,0,0,0,0.0422332,-0.438454,0.184223,-0.049826,14.5357,7.82576,-0.251094,0,21.7828,0.0941369,11.0223
"Gatb_chr3_85574119_85655622_+_ENSMUSG00000028085.12_ENSMUSG00000028085.12.unspliced",81504,1.002354,13.1565,0.210511,0.984251453,0.0318413,0.224313,12.5052,30.766,22.5139,15.2635,49.8834,1.64099,-0.0323125,32.8976,1.48176,1.68678,0.943048,16.5848,0.275082,1.75791,0.843869,24.6482,1.0285,2.06358,1.19823,0.379105,8.2889,2.93384,6.96596,3.21429,0.147596
"Gatb_chr3_85574119_85655622_+_ENSMUSG00000028085.12_ENSMUST00000107672.7",1820,2.909285,12.861915,3.14689,0.803427551,2.00075,-0.0810131,0,0,-0.86202,0.265942,-0.024334,-0.665301,0.29179,0,0,3.51934,0,0,-0.039132,-0.02911,3.3439e-09,0,-0.383408,-0.514294,0.81434,1.72473,-0.398147,-0.44535,-0.150846,0.018007,-1.42311e-09
"Gatc_chr5_115333239_115341178_-_ENSMUSG00000029536.8_ENSMUSG00000029536.8.unspliced",7940,0.6353295,16.92675,1.2174545,0.932901192,0,0,1.18788,1.39885,0,0.147694,2.4628,0,0,0,0,0,0,0.144189,0,0,0.168112,0,0,0,0.0897857,0,0,0.00304205,0.430622,0,0
"Gatd1_chr7_141407794_141414136_-_ENSMUSG00000051007.15_ENSMUSG00000051007.15.unspliced",6343,0.9159225,9.18228,0.354439,0.962834283,0.165835,0,0.518634,0,0.419956,0.666186,3.48934,0,0,0,0.0136333,0.269864,0.0717016,0,0,0,0,0.696461,0,0,0,0,0,0.388976,0.549673,0.674105,0.0689695
"Gatd3a_chr10_78162066_78169782_-_ENSMUSG00000053329.7_ENSMUSG00000053329.7.unspliced",7717,0.92686,9.707315,0.2524975,0.974648368,0,0,1.80985,2.09227,0.365807,2.52843,0.388356,0.262699,0.0202955,0,0,0.179571,0,0.0217473,0,0,0.0415493,0,0,0.322721,0.565625,0.0620365,0.542867,0,0.576931,0,0.809662
"Gatm_chr2_122594467_122611303_-_ENSMUSG00000027199.14_ENSMUSG00000027199.14.unspliced",16837,0.156089,0.3942025,0.02935195,0.930700882,0.0235564,0,0.105285,0,0,0,0,0,0.0755376,0.850736,0.064921,0,0,0.0247125,0,0,0,0,0,0,0,0,0,0.0973673,0.2711,0.0193431,0
"Gba_chr3_89202928_89208966_+_ENSMUSG00000028048.11_ENSMUSG00000028048.11.unspliced",6039,1.487085,14.1443,0.897686,0.940321311,-0.168077,0,0,0,0.286077,0,0.555523,0,0,0,0,-0.0159517,0,0,0,0.116954,0,0,0,0,0,0,0,0.407115,1.78796,0,0
"Gba2_chr4_43566928_43578873_-_ENSMUSG00000028467.15_ENSMUSG00000028467.15.unspliced",11946,1.670815,24.40365,0.8025675,0.968159939,-0.196985,0,0.906403,8.66836,3.9078,0.838704,5.78674,0,0,7.33995,0,-0.13227,0.287435,1.11619,0,0.321307,0,1.23039,0,0,0.77074,1.61838,0,0,17.1913,0,12.2463
"Gbe1_chr16_70313949_70569716_+_ENSMUSG00000022707.16_ENSMUSG00000022707.16.unspliced",255768,0.121563,1.0555235,0.0202298,0.981194759,0.0238518,0.367912,3.81432,0.662172,2.75307,2.00646,1.4458,0.939824,0.102184,7.51755,0.370245,2.50422,0.183545,1.56281,-0.00886333,-0.00828904,0,6.25373,0.359526,0.575804,0.0761894,0,0.285435,1.22904,0.899736,-0.00824078,0.934773
"Gbe1_chr16_70313949_70569716_+_ENSMUSG00000022707.16_ENSMUST00000171132.7",3303,0.2487185,1.66328,0.1326182,0.926154946,0.155795,0,0,0,0,0,0.143591,0,0,0,0,0,0,0,0,0,0,0.115566,0,0.0547936,0.0903791,0.105457,0,0,0,0,0.114602
"Gbf1_chr19_46152509_46286510_+_ENSMUSG00000025224.16_ENSMUSG00000025224.16.unspliced",134002,1.216605,18.286,0.269844,0.985457735,-0.707268,0.397596,36.8285,46.6309,56.682,28.9991,71.8953,7.71386,1.63857,33.9141,3.02321,1.12455,8.47947,39.3954,1.98925,1.13907,1.73679,37.6716,6.65327,9.74416,4.97011,1.1613,8.95785,3.06001,4.28351,3.87708,0
"Gbgt1_chr2_28496891_28505415_+_ENSMUSG00000026829.9_ENSMUSG00000026829.9.unspliced",8525,0.08160375,0.9361335,0.00607395,0.99355349,0,0,0.0150415,0,0.511076,0.268999,0.203495,0,0,0,0,0,0,0,0,0,0,0.277432,0,0,0.0163032,0,0,0,0.0941666,0,0
"Gbp2_chr3_142620602_142638008_+_ENSMUSG00000028270.12_ENSMUSG00000028270.12.unspliced",17407,0.1003612,1.8322085,0.0227697,0.987725085,0,0,0,0,0,0,0.459707,0,0,1.02302,0.168659,0,0,0,0,0.0709905,0,1.07692,0.0223175,0,0.0533641,0,0,0.143356,0,0,0
"Gbp3_chr3_142560026_142573209_+_ENSMUSG00000028268.14_ENSMUSG00000028268.14.unspliced",13184,0.0929855,1.916509,0.1056885,0.947735817,-0.0482529,0,0,0,0,0,0,0,0.0467431,0,0.0127497,0,0,0,0,0,0,0.782459,0,0,0.0742164,0,0,0.145983,0.602871,0,0.372191
"Gbp7_chr3_142530342_142550149_+_ENSMUSG00000040253.15_ENSMUSG00000040253.15.unspliced",19808,0.0651918,0.5759235,0.0230458,0.961524238,0,0,0,0,0,0,0,0,0.130135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gbp7_chr3_142530342_142550149_+_ENSMUSG00000040253.15_ENSMUST00000171263.7",2497,0.6540655,2.606654,0.542882,0.827631118,0,0,0,0,0,0,0,0,0.0605723,0,0,0.168824,0.145718,0,0,0.117392,0.0887561,0,0,0,0,0,0,0,0,0,0
"Gbp9_chr5_105077630_105139539_-_ENSMUSG00000029298.15_ENSMUST00000100961.4",2701,0.153568,3.5284105,0.5374445,0.867815134,0,0,0,0,0,0,0,0,0,0,0.0557721,0.101295,0.919816,0,0,0,0,0,0,0,0.114122,0.0963177,0,0.0619624,0.197476,0,0.522866
"Gca_chr2_62664285_62694109_+_ENSMUSG00000026893.4_ENSMUSG00000026893.4.unspliced",29825,1.16209,10.90549,0.499402,0.956211598,0.08902,0,6.54134,10.7221,5.70286,5.51275,5.75909,0.373245,0.447058,82.3115,6.76205,0.257782,0.0286229,14.3134,0,0,0.19815,3.75726,0,0.344385,1.28035,0.275669,2.20486,5.39245,12.1775,0.517066,1.34509
"Gcat_chr15_79030874_79038353_+_ENSMUSG00000006378.15_ENSMUSG00000006378.15.unspliced",7480,0.310938,4.312335,0.1469925,0.96703707,0,0,0.0150411,0,-0.00804295,0,0,0,-0.0310093,0,0,0.259154,0.367837,0,0,0,0,0,0,0,1.74204,0.0364584,0,0,0,0,0
"Gcat_chr15_79030901_79042531_+_ENSMUSG00000116378.1_ENSMUSG00000116378.1.unspliced",11631,0.270833,2.008045,0.05327355,0.974155596,0,0,0,1.01593,0,0,0.428151,0.386806,0,0.546541,0,0,0,0,0,0,0,1.64376,0.34724,0.485994,0,0,0,0,0,0.66047,0
