target_id,xist_rval,airn_rval,ot1_rval
Dock5_chr14_67752135_67933442_-_ENSMUSG00000044447.5_ENSMUSG00000044447.5.unspliced,-0.112329366,0.36365271,0.654446599
Dock6_chr9_21799860_21852635_-_ENSMUSG00000032198.9_ENSMUSG00000032198.9.unspliced,-0.166898322,0.239276519,0.249724999
Dock6_chr9_21799860_21852635_-_ENSMUSG00000032198.9_ENSMUST00000217336.1,0.053880797,0.009503612,0.021690112
Dock7_chr4_98936671_99120915_-_ENSMUSG00000028556.15_ENSMUSG00000028556.15.unspliced,-0.1088964,0.246042387,0.459655578
Dock7_chr4_98936671_99120915_-_ENSMUSG00000028556.15_ENSMUST00000205650.1,-0.082155904,-0.268925269,-0.404674469
Dock8_chr19_24999534_25202432_+_ENSMUSG00000052085.7_ENSMUSG00000052085.7.unspliced,0.017719246,0.42641657,0.592875571
Dock9_chr14_121542046_121797837_-_ENSMUSG00000025558.19_ENSMUSG00000025558.19.unspliced,-0.153662729,0.2180167,0.542435355
Dock9_chr14_121542046_121797837_-_ENSMUSG00000025558.19_ENSMUST00000100299.10,-0.111586873,-0.226593005,-0.352937247
Dock9_chr14_121542046_121797837_-_ENSMUSG00000025558.19_ENSMUST00000239077.1,-0.199855575,-0.125035179,-0.096604853
Dohh_chr10_81384428_81388352_+_ENSMUSG00000078440.10_ENSMUSG00000078440.10.unspliced,0.264337453,-0.220321023,-0.146666518
Dohh_chr10_81384428_81388352_+_ENSMUSG00000078440.10_ENSMUST00000121047.1,-0.107112215,-0.13395565,-0.138211105
Dok1_chr6_83030934_83033471_-_ENSMUSG00000068335.6_ENSMUSG00000068335.6.unspliced,-0.027585933,-0.100398747,-0.099620505
Dok2_chr14_70766036_70778495_+_ENSMUSG00000022102.13_ENSMUSG00000022102.13.unspliced,-0.039015644,-0.117523177,-0.044102665
Dok3_chr13_55523231_55529296_-_ENSMUSG00000035711.5_ENSMUSG00000035711.5.unspliced,-0.089975175,0.420966342,0.281397174
Dok4_chr8_94863828_94876330_-_ENSMUSG00000040631.8_ENSMUSG00000040631.8.unspliced,0.039301628,0.66676393,0.8395393
Dok5_chr2_170731807_170879769_+_ENSMUSG00000027560.4_ENSMUSG00000027560.4.unspliced,-0.049349719,0.451929077,0.580916293
Dolpp1_chr2_30392254_30400529_+_ENSMUSG00000026856.14_ENSMUSG00000026856.14.unspliced,0.212246963,0.612934608,0.732982062
Dolpp1_chr2_30392254_30400529_+_ENSMUSG00000026856.14_ENSMUST00000113612.9,0.631919578,0.328526474,0.172721557
Donson_chr16_91676808_91688770_-_ENSMUSG00000022960.13_ENSMUSG00000022960.13.unspliced,-0.121995852,0.17049452,0.227852743
Dop1a_chr9_86467154_86555923_+_ENSMUSG00000034973.16_ENSMUSG00000034973.16.unspliced,-0.098032767,0.563408887,0.651584124
Dop1a_chr9_86467154_86555923_+_ENSMUSG00000034973.16_ENSMUST00000034987.14,0.675020824,0.376016862,0.191923624
Dop1b_chr16_93711904_93810590_+_ENSMUSG00000022946.10_ENSMUSG00000022946.10.unspliced,0.030419605,0.657884752,0.803072307
Dot1l_chr10_80755206_80795461_+_ENSMUSG00000061589.14_ENSMUSG00000061589.14.unspliced,0.042966539,0.117980175,0.493966985
Doxl2_chr6_48974963_48978746_+_ENSMUSG00000068536.11_ENSMUST00000184917.5,0.733901493,0.45318207,0.270625111
Dpagt1_chr9_44326019_44333900_+_ENSMUSG00000032123.5_ENSMUSG00000032123.5.unspliced,-0.116257162,-0.022956515,-0.050843557
Dpf1_chr7_29303951_29318243_+_ENSMUSG00000030584.14_ENSMUSG00000030584.14.unspliced,0.01427465,-0.118336053,-0.004189804
Dpf2_chr19_5896516_5913010_-_ENSMUSG00000024826.15_ENSMUSG00000024826.15.unspliced,-0.038628479,0.054265477,0.301899873
Dpf3_chr12_83213745_83487716_-_ENSMUSG00000021221.15_ENSMUSG00000021221.15.unspliced,-0.064433163,0.354878708,0.597432789
Dph1_chr11_75177643_75191241_-_ENSMUSG00000078789.9_ENSMUSG00000078789.9.unspliced,-0.129386221,0.202880341,0.321531224
Dph2_chr4_117888643_117892032_-_ENSMUSG00000028540.6_ENSMUSG00000028540.6.unspliced,0.264518103,0.098932695,0.016338972
Dph3_chr14_32080566_32085729_-_ENSMUSG00000021905.14_ENSMUSG00000021905.14.unspliced,0.302021792,0.145629485,0.087366178
Dph5_chr3_115887837_115934361_+_ENSMUSG00000033554.17_ENSMUSG00000033554.17.unspliced,0.191317537,0.648213907,0.698053249
Dph5_chr3_115887837_115934361_+_ENSMUSG00000033554.17_ENSMUST00000106505.7,-0.166404295,-0.120166177,0.016003969
Dph6_chr2_114516416_114654964_-_ENSMUSG00000057147.13_ENSMUSG00000057147.13.unspliced,-0.053894069,0.34885512,0.599258884
Dph7_chr2_24962400_24972163_+_ENSMUSG00000026975.10_ENSMUSG00000026975.10.unspliced,-0.067290412,0.232374077,0.555285339
Dpm1_chr2_168209048_168230591_-_ENSMUSG00000078919.10_ENSMUSG00000078919.10.unspliced,-0.05290448,0.538966863,0.748540664
Dpm2_chr2_32570858_32573579_+_ENSMUSG00000026810.12_ENSMUSG00000026810.12.unspliced,0.419234167,0.193369485,0.048591859
Dpm3_chr3_89259358_89267079_+_ENSMUSG00000042737.9_ENSMUSG00000042737.9.unspliced,0.010362789,0.24970464,0.24190205
Dpp3_chr19_4907229_4928287_-_ENSMUSG00000063904.4_ENSMUSG00000063904.4.unspliced,-0.068178024,0.463346817,0.511434595
Dpp7_chr2_25352276_25356359_-_ENSMUSG00000026958.13_ENSMUSG00000026958.13.unspliced,-0.119732087,-0.153684738,-0.1590441
Dpp8_chr9_65032414_65082651_+_ENSMUSG00000032393.15_ENSMUSG00000032393.15.unspliced,-0.070564462,0.665131052,0.564692504
Dpp8_chr9_65032414_65082651_+_ENSMUSG00000032393.15_ENSMUST00000167773.1,-0.178025025,-0.384148538,-0.481526445
Dpp9_chr17_56186807_56218905_-_ENSMUSG00000001229.9_ENSMUSG00000001229.9.unspliced,0.646910849,0.66561938,0.54460868
Dppa2_chr16_48303908_48319723_+_ENSMUSG00000072419.5_ENSMUSG00000072419.5.unspliced,-0.195636974,0.149163578,0.093666857
Dppa4_chr16_48283733_48294237_+_ENSMUSG00000058550.15_ENSMUSG00000058550.15.unspliced,-0.108468528,-0.164267109,-0.150596311
Dpy19l1_chr9_24411776_24503140_-_ENSMUSG00000043067.15_ENSMUSG00000043067.15.unspliced,-0.127408118,0.021921865,0.37941663
Dpy19l3_chr7_35685165_35754454_-_ENSMUSG00000043671.14_ENSMUSG00000043671.14.unspliced,-0.003406344,0.622330274,0.783362819
Dpy19l4_chr4_11261315_11322137_-_ENSMUSG00000045205.16_ENSMUSG00000045205.16.unspliced,0.064992591,0.343017583,0.339751679
Dpy30_chr17_74299474_74323944_-_ENSMUSG00000024067.14_ENSMUSG00000024067.14.unspliced,-0.044551844,0.10547366,0.241567209
Dpyd_chr3_118562129_119432924_+_ENSMUSG00000033308.16_ENSMUST00000039177.11,-0.104793545,-0.072572172,-0.172363133
Dpyd_chr3_118562129_119432924_+_ENSMUSG00000033308.16_ENSMUST00000149101.2,-0.084794749,-0.069879316,-0.17137582
Dpysl2_chr14_66802864_66868688_-_ENSMUSG00000022048.8_ENSMUSG00000022048.8.unspliced,-0.064237397,0.303017965,0.583218991
Dpysl3_chr18_43320984_43438286_-_ENSMUSG00000024501.20_ENSMUST00000118043.7,-0.056226403,-0.193936832,-0.250010012
Dpysl4_chr7_139086001_139102704_+_ENSMUSG00000025478.15_ENSMUSG00000025478.15.unspliced,-0.166540715,0.232857644,0.476105952
Dpysl5_chr5_30711564_30799375_+_ENSMUSG00000029168.14_ENSMUSG00000029168.14.unspliced,-0.112517751,0.566755519,0.762160624
Dqx1_chr6_83057844_83067318_+_ENSMUSG00000009145.6_ENSMUSG00000009145.6.unspliced,-0.12759887,0.064472433,0.244423864
Dqx1_chr6_83057844_83067318_+_ENSMUSG00000009145.6_ENSMUST00000077502.4,0.32230326,0.123444552,0.018038206
Dr1_chr5_108268897_108280526_+_ENSMUSG00000029265.4_ENSMUSG00000029265.4.unspliced,-0.072071736,-0.017944419,0.112445921
Dram1_chr10_88322804_88379080_-_ENSMUSG00000020057.2_ENSMUSG00000020057.2.unspliced,0.312502441,0.704054668,0.695035916
Dram2_chr3_106547798_106575890_+_ENSMUSG00000027900.15_ENSMUSG00000027900.15.unspliced,0.530093058,0.662637344,0.545661222
Drap1_chr19_5422805_5424979_-_ENSMUSG00000024914.16_ENSMUSG00000024914.16.unspliced,-0.049115437,-0.109305463,-0.131006772
Drc3_chr11_60353329_60394341_+_ENSMUSG00000056598.16_ENSMUSG00000056598.16.unspliced,-0.071265118,0.712938263,0.749203008
Drd4_chr7_141292006_141296464_+_ENSMUSG00000025496.5_ENSMUSG00000025496.5.unspliced,0.027712617,0.668619103,0.414961086
Drg1_chr11_3187360_3266415_-_ENSMUSG00000020457.13_ENSMUSG00000020457.13.unspliced,-0.098359887,0.325845434,0.400053515
Drg2_chr11_60454591_60468754_+_ENSMUSG00000020537.9_ENSMUSG00000020537.9.unspliced,0.013284201,0.336104024,0.531251325
Drosha_chr15_12824815_12935291_+_ENSMUSG00000022191.16_ENSMUSG00000022191.16.unspliced,-0.07149053,0.142223094,0.474141534
Drp2_chrX_134404551_134456573_+_ENSMUSG00000000223.13_ENSMUSG00000000223.13.unspliced,-0.071949719,0.037761537,0.226787726
Drp2_chrX_134404551_134456573_+_ENSMUSG00000000223.13_ENSMUST00000153424.7,0.215677042,0.386737089,0.719758914
Dsc2_chr18_20030633_20059554_-_ENSMUSG00000024331.11_ENSMUSG00000024331.11.unspliced,-0.132453942,0.075269186,0.329655326
Dsc3_chr18_19960930_20002351_-_ENSMUSG00000059898.9_ENSMUST00000115848.4,NA,NA,NA
Dscaml1_chr9_45426628_45753712_+_ENSMUSG00000032087.11_ENSMUSG00000032087.11.unspliced,-0.053198241,0.426979809,0.74972361
Dscc1_chr15_55076099_55090491_-_ENSMUSG00000022422.13_ENSMUSG00000022422.13.unspliced,-0.182079911,0.029897346,0.195743911
Dse_chr10_34151393_34207715_-_ENSMUSG00000039497.8_ENSMUSG00000039497.8.unspliced,-0.01936266,0.326254029,0.602781541
Dsel_chr1_111858702_111864918_-_ENSMUSG00000038702.6_ENSMUSG00000038702.6.unspliced,0.739352807,0.455975071,0.279069033
Dsg2_chr18_20558074_20604521_+_ENSMUSG00000044393.15_ENSMUSG00000044393.15.unspliced,-0.009360939,0.754474921,0.748361542
Dsg2_chr18_20558074_20604521_+_ENSMUSG00000044393.15_ENSMUST00000120102.7,-0.171919205,-0.356623736,-0.302855242
Dsg2_chr18_20558074_20604521_+_ENSMUSG00000044393.15_ENSMUST00000121837.1,-0.120808286,-0.195979057,-0.260113263
Dsn1_chr2_156995265_157007154_-_ENSMUSG00000027635.15_ENSMUSG00000027635.15.unspliced,0.056342507,0.301082433,0.361299607
Dsp_chr13_38151294_38198577_+_ENSMUSG00000054889.10_ENSMUSG00000054889.10.unspliced,-0.023316391,0.786134407,0.729130501
Dst_chr1_33908225_34308661_+_ENSMUSG00000026131.20_ENSMUSG00000026131.20.unspliced,0.065410088,0.541183275,0.806828498
Dst_chr1_33908225_34308661_+_ENSMUSG00000026131.20_ENSMUST00000097786.9,-0.043937779,-0.165200092,-0.208862845
Dst_chr1_33908225_34308661_+_ENSMUSG00000026131.20_ENSMUST00000115104.9,0.738851218,0.451671023,0.274613495
Dst_chr1_33908225_34308661_+_ENSMUSG00000026131.20_ENSMUST00000183034.4,0.358342422,-0.008330571,-0.245357088
Dst_chr1_33908225_34308661_+_ENSMUSG00000026131.20_ENSMUST00000183302.5,0.555380778,0.497467157,0.305281017
Dstn_chr2_143915320_143943324_+_ENSMUSG00000015932.8_ENSMUSG00000015932.8.unspliced,0.075149985,0.295603823,0.677769031
Dstyk_chr1_132417555_132466958_+_ENSMUSG00000042046.15_ENSMUSG00000042046.15.unspliced,-0.05797903,0.404538124,0.531745664
Dstyk_chr1_132417555_132466958_+_ENSMUSG00000042046.15_ENSMUST00000188389.1,0.484343898,0.186218257,-0.021273174
Dtd1_chr2_144599897_144768758_+_ENSMUSG00000027430.12_ENSMUSG00000027430.12.unspliced,-0.09744791,0.240392998,0.568181094
Dtd2_chr12_51988312_52006501_-_ENSMUSG00000020956.14_ENSMUSG00000020956.14.unspliced,0.138003313,0.547578045,0.823706591
Dtl_chr1_191537356_191575544_-_ENSMUSG00000037474.13_ENSMUSG00000037474.13.unspliced,-0.132022987,0.228015977,0.469887908
Dtnb_chr12_3572381_3781796_+_ENSMUSG00000071454.13_ENSMUSG00000071454.13.unspliced,-0.122588696,0.31051941,0.562438955
Dtnbp1_chr13_44922075_45002147_-_ENSMUSG00000057531.14_ENSMUSG00000057531.14.unspliced,-0.011083501,0.462902577,0.808678231
Dtnbp1_chr13_44922075_45002147_-_ENSMUSG00000057531.14_ENSMUST00000222805.1,0.170614106,0.0606963,-0.026387846
Dtwd1_chr2_126152141_126165279_+_ENSMUSG00000023330.12_ENSMUSG00000023330.12.unspliced,-0.117371295,0.418694479,0.570869901
Dtwd2_chr18_49696145_49755601_-_ENSMUSG00000024505.16_ENSMUSG00000024505.16.unspliced,-0.10628989,0.025287777,0.27282901
Dtx1_chr5_120680202_120711927_-_ENSMUSG00000029603.15_ENSMUSG00000029603.15.unspliced,0.126864804,0.596067451,0.816793509
Dtx2_chr5_135994800_136032872_+_ENSMUSG00000004947.15_ENSMUSG00000004947.15.unspliced,0.091339939,0.267809078,0.535721663
Dtx3_chr10_127190378_127195728_-_ENSMUSG00000040415.15_ENSMUSG00000040415.15.unspliced,0.409373615,0.144436936,0.000603451
Dtx3_chr10_127190378_127195728_-_ENSMUSG00000040415.15_ENSMUST00000116229.1,0.421384513,0.176586205,0.040521593
Dtx3l_chr16_35926511_35939151_-_ENSMUSG00000049502.17_ENSMUSG00000049502.17.unspliced,0.036348365,0.557579414,0.689134763
Dtx4_chr19_12466338_12501454_-_ENSMUSG00000039982.8_ENSMUSG00000039982.8.unspliced,0.596714376,0.464740109,0.517693697
Dtymk_chr1_93792576_93801934_-_ENSMUSG00000026281.15_ENSMUSG00000026281.15.unspliced,0.047587933,-0.009101268,0.037476078
Dtymk_chr1_93792576_93801934_-_ENSMUSG00000026281.15_ENSMUST00000112893.1,-0.058437225,0.014727533,0.19040652
Dubr_chr16_50719294_50732773_-_ENSMUSG00000022639.14_ENSMUSG00000022639.14.unspliced,0.724692915,0.645855336,0.524624558
Duox1_chr2_122315672_122347972_+_ENSMUSG00000033268.8_ENSMUSG00000033268.8.unspliced,0.161319089,0.426144075,0.392191038
Duox1_chr2_122315672_122347972_+_ENSMUSG00000033268.8_ENSMUST00000099461.3,-0.147063202,-0.193807846,-0.243527735
Duox2_chr2_122279247_122298449_-_ENSMUSG00000068452.8_ENSMUSG00000068452.8.unspliced,-0.154241119,0.154992246,0.110778893
Duoxa1_chr2_122302191_122313730_-_ENSMUSG00000027224.14_ENSMUSG00000027224.14.unspliced,0.174932782,0.333138671,0.169459478
Duoxa2_chr2_122298900_122302885_+_ENSMUSG00000027225.7_ENSMUSG00000027225.7.unspliced,0.220613518,0.056583507,-0.098290768
Dus1l_chr11_120789201_120796403_-_ENSMUSG00000025155.15_ENSMUSG00000025155.15.unspliced,-0.059626302,-0.079101876,-0.142044387
Dus2_chr8_105991337_106053840_+_ENSMUSG00000031901.12_ENSMUSG00000031901.12.unspliced,-0.159976434,0.274804595,0.448224268
Dus3l_chr17_56764757_56770093_+_ENSMUSG00000007603.9_ENSMUSG00000007603.9.unspliced,-0.175362456,-0.258057592,-0.267979197
Dus4l_chr12_31640050_31654826_-_ENSMUSG00000020648.3_ENSMUSG00000020648.3.unspliced,-0.142394358,0.441291081,0.509790618
Dusp1_chr17_26505590_26562128_-_ENSMUSG00000024190.7_ENSMUSG00000024190.7.unspliced,-0.096904634,-0.089015222,-0.146296738
Dusp10_chr1_184013302_184075636_+_ENSMUSG00000039384.8_ENSMUSG00000039384.8.unspliced,-0.072389351,0.367451558,0.685107171
Dusp11_chr6_85942268_85961667_-_ENSMUSG00000030002.15_ENSMUSG00000030002.15.unspliced,-0.07379921,0.026562041,0.127600222
Dusp12_chr1_170873498_170885540_-_ENSMUSG00000026659.13_ENSMUSG00000026659.13.unspliced,-0.099928406,0.217236193,0.454362967
Dusp14_chr11_84048041_84069261_-_ENSMUSG00000018648.15_ENSMUSG00000018648.15.unspliced,0.008170681,0.399403976,0.644029633
Dusp15_chr2_152940997_152951698_-_ENSMUSG00000042662.16_ENSMUST00000037715.6,-0.045715224,-0.106391382,-0.002065375
Dusp16_chr6_134715468_134792625_-_ENSMUSG00000030203.17_ENSMUSG00000030203.17.unspliced,0.03959762,0.519958951,0.693587186
Dusp16_chr6_134715468_134792625_-_ENSMUSG00000030203.17_ENSMUST00000149776.2,0.706443418,0.435815915,0.259941113
Dusp18_chr11_3895240_3901296_+_ENSMUSG00000047205.12_ENSMUSG00000047205.12.unspliced,0.019483817,0.335481638,0.54218726
Dusp18_chr11_3895240_3901296_+_ENSMUSG00000047205.12_ENSMUST00000109996.7,0.739352807,0.455975071,0.279069033
Dusp2_chr2_127336159_127338376_+_ENSMUSG00000027368.6_ENSMUSG00000027368.6.unspliced,0.271413769,0.070173235,-0.036423774
Dusp22_chr13_30659999_30711231_+_ENSMUSG00000069255.13_ENSMUSG00000069255.13.unspliced,-0.011468478,0.321648063,0.662834044
Dusp27_chr1_166098148_166127922_-_ENSMUSG00000026564.9_ENSMUSG00000026564.9.unspliced,0.000876535,-0.082726053,-0.103460193
Dusp3_chr11_101971143_101987013_-_ENSMUSG00000003518.13_ENSMUSG00000003518.13.unspliced,-0.022636118,0.660033727,0.746398934
Dusp4_chr8_34807297_34819894_+_ENSMUSG00000031530.6_ENSMUSG00000031530.6.unspliced,-0.130958847,0.069183354,0.252419798
Dusp5_chr19_53529109_53542431_+_ENSMUSG00000034765.6_ENSMUSG00000034765.6.unspliced,0.00642242,0.566723382,0.812324014
Dusp6_chr10_99263231_99267489_+_ENSMUSG00000019960.8_ENSMUSG00000019960.8.unspliced,0.209959115,0.392189768,0.719633175
Dusp7_chr9_106368632_106375724_+_ENSMUSG00000053716.9_ENSMUSG00000053716.9.unspliced,0.157451168,0.492925823,0.786017824
Dusp8_chr7_142079490_142095843_-_ENSMUSG00000037887.11_ENSMUSG00000037887.11.unspliced,0.016467788,0.440599491,0.710018103
Dusp9_chrX_73639419_73643514_+_ENSMUSG00000031383.8_ENSMUSG00000031383.8.unspliced,0.739352807,0.455975071,0.279069033
Dut_chr2_125247190_125258608_+_ENSMUSG00000027203.15_ENSMUSG00000027203.15.unspliced,0.00714754,0.209783747,0.594752283
Dvl1_chr4_155847402_155859303_+_ENSMUSG00000029071.16_ENSMUSG00000029071.16.unspliced,0.037532988,0.283334869,0.5407432
Dvl2_chr11_70000595_70012301_+_ENSMUSG00000020888.16_ENSMUSG00000020888.16.unspliced,-0.116036619,-0.231274094,-0.195389186
Dvl3_chr16_20516982_20534010_+_ENSMUSG00000003233.12_ENSMUSG00000003233.12.unspliced,0.007329333,0.10425933,0.086956795
DXBay18_chrX_73137232_73149450_-_ENSMUSG00000071745.1_ENSMUSG00000071745.1.unspliced,0.737066823,0.464830739,0.28617755
Dxo_chr17_34837019_34839233_+_ENSMUSG00000040482.16_ENSMUSG00000040482.16.unspliced,0.719478524,0.43237438,0.244524701
Dxo_chr17_34837019_34839233_+_ENSMUSG00000040482.16_ENSMUST00000174092.7,-0.049115437,-0.109305463,-0.131006772
Dym_chr18_75018781_75286964_+_ENSMUSG00000035765.10_ENSMUSG00000035765.10.unspliced,-0.115237174,0.303698818,0.627089972
Dym_chr18_75018781_75286964_+_ENSMUSG00000035765.10_ENSMUST00000235692.1,-0.078547893,-0.084675364,0.00702734
Dym_chr18_75018781_75286964_+_ENSMUSG00000035765.10_ENSMUST00000236220.1,-0.179063922,-0.20261362,-0.291917884
Dync1h1_chr12_110601452_110666945_+_ENSMUSG00000018707.13_ENSMUSG00000018707.13.unspliced,-0.125626197,0.320271351,0.539699369
Dync1h1_chr12_110601452_110666945_+_ENSMUSG00000018707.13_ENSMUST00000018851.13,-0.051451752,-0.248609841,-0.343350627
Dync1i2_chr2_71211706_71263303_+_ENSMUSG00000027012.15_ENSMUSG00000027012.15.unspliced,0.37808043,0.586720012,0.638692687
Dync1li1_chr9_114688790_114724302_+_ENSMUSG00000032435.9_ENSMUSG00000032435.9.unspliced,-0.044161828,0.502082852,0.536016171
Dync1li2_chr8_104417680_104443047_-_ENSMUSG00000035770.8_ENSMUSG00000035770.8.unspliced,-0.111206209,0.214135998,0.338114595
Dync2h1_chr9_6928503_7184446_-_ENSMUSG00000047193.16_ENSMUSG00000047193.16.unspliced,0.16794869,0.360773931,0.520359073
Dync2h1_chr9_6928503_7184446_-_ENSMUSG00000047193.16_ENSMUST00000139115.1,-0.144397001,-0.127853143,-0.218719671
Dync2h1_chr9_6928503_7184446_-_ENSMUSG00000047193.16_ENSMUST00000140466.7,-0.151803649,-0.142400949,-0.231404381
Dync2h1_chr9_6928503_7184446_-_ENSMUSG00000047193.16_ENSMUST00000147193.7,-0.01893113,-0.15870943,-0.214177689
Dync2li1_chr17_84626496_84655588_+_ENSMUSG00000024253.9_ENSMUSG00000024253.9.unspliced,-0.160165945,0.484687538,0.558855746
Dynll1_chr5_115297110_115300999_-_ENSMUSG00000009013.5_ENSMUSG00000009013.5.unspliced,0.708949978,0.413450347,0.237246742
Dynll2_chr11_87979525_87987533_-_ENSMUSG00000020483.14_ENSMUSG00000020483.14.unspliced,0.03155974,0.14522707,0.207685768
Dynll2_chr11_87979525_87987533_-_ENSMUSG00000020483.14_ENSMUST00000107923.9,NA,NA,NA
Dynlrb1_chr2_155236533_155250277_+_ENSMUSG00000047459.14_ENSMUSG00000047459.14.unspliced,-0.042195483,0.538957778,0.533455231
Dynlt1a_chr17_6306340_6317500_-_ENSMUSG00000092074.2_ENSMUSG00000092074.2.unspliced,-0.048376483,0.526358853,0.470762521
Dynlt1b_chr17_6430112_6436296_+_ENSMUSG00000096255.2_ENSMUSG00000096255.2.unspliced,-0.065617543,0.421294331,0.593068479
Dynlt1c_chr17_6601671_6609774_+_ENSMUSG00000000579.14_ENSMUSG00000000579.14.unspliced,0.036106917,0.089044701,0.216660522
Dynlt1f_chr17_6646602_6655900_-_ENSMUSG00000095677.2_ENSMUSG00000095677.2.unspliced,0.083816932,0.221033741,0.333784304
Dynlt3_chrX_9654267_9663003_-_ENSMUSG00000031176.8_ENSMUSG00000031176.8.unspliced,-0.040482057,0.604740949,0.73136031
Dyrk1a_chr16_94570010_94695517_+_ENSMUSG00000022897.15_ENSMUSG00000022897.15.unspliced,0.091865684,0.1842193,0.447640656
Dyrk1b_chr7_28179469_28187294_+_ENSMUSG00000002409.18_ENSMUSG00000002409.18.unspliced,-0.23746539,-0.197130504,-0.209747749
Dyrk2_chr10_118855603_118870209_-_ENSMUSG00000028630.9_ENSMUSG00000028630.9.unspliced,0.161527834,0.092915403,0.331348334
Dyrk3_chr1_131127455_131138340_-_ENSMUSG00000016526.8_ENSMUSG00000016526.8.unspliced,0.028535713,0.193064953,0.315439298
Dysf_chr6_84008590_84211060_+_ENSMUSG00000033788.15_ENSMUSG00000033788.15.unspliced,-0.090529637,0.34431679,0.576300844
Dysf_chr6_84008590_84211060_+_ENSMUSG00000033788.15_ENSMUST00000204591.2,-0.071396215,-0.122334803,-0.138505157
Dzip1_chr14_118875520_118925460_-_ENSMUSG00000042156.16_ENSMUSG00000042156.16.unspliced,0.1296219,0.516245688,0.542017405
Dzip1_chr14_118875520_118925460_-_ENSMUSG00000042156.16_ENSMUST00000047208.11,-0.046035735,-0.043224252,-0.04112876
Dzip1l_chr9_99629496_99669256_+_ENSMUSG00000037784.14_ENSMUSG00000037784.14.unspliced,-0.000220084,0.325393989,0.585182991
Dzip1l_chr9_99629496_99669256_+_ENSMUSG00000037784.14_ENSMUST00000112884.1,-0.043085989,-0.073584036,-0.086781247
Dzip3_chr16_48924232_48994165_-_ENSMUSG00000064061.13_ENSMUSG00000064061.13.unspliced,-0.17294727,0.264286475,0.292357031
E030022I16Rik_chr9_44618253_44621018_+_ENSMUSG00000111264.1_ENSMUST00000215131.1.monoexonic.unspliced,0.121435315,0.5535361,0.803471576
E030030I06Rik_chr10_22113050_22149270_-_ENSMUSG00000097327.7_ENSMUSG00000097327.7.unspliced,-0.095629017,0.140259623,0.205209828
E030042O20Rik_chr2_75704770_75710024_+_ENSMUSG00000087222.1_ENSMUSG00000087222.1.unspliced,0.546833644,0.666290879,0.731679669
E130018N17Rik_chr2_168152603_168154513_-_ENSMUSG00000087648.1_ENSMUST00000129713.1,0.702223721,0.498343074,0.306453407
E130102H24Rik_chr4_101346531_101356735_-_ENSMUSG00000086782.2_ENSMUSG00000086782.2.unspliced,-0.028044262,0.075028296,0.081538964
E130102H24Rik_chr4_101346531_101356735_-_ENSMUSG00000086782.2_ENSMUST00000144604.1,0.623433695,0.357131681,0.154708293
E130202H07Rik_chr14_76526592_76530746_+_ENSMUSG00000115092.1_ENSMUSG00000115092.1.unspliced,-0.228229613,0.161655151,0.095499451
E130307A14Rik_chr10_39621412_39732007_-_ENSMUSG00000087177.7_ENSMUSG00000087177.7.unspliced,-0.000285873,0.527349083,0.80532238
E130307A14Rik_chr10_39621412_39732007_-_ENSMUSG00000087177.7_ENSMUST00000145971.1,0.425109391,0.16728355,0.003558937
E130307A14Rik_chr10_39621412_39732007_-_ENSMUSG00000087177.7_ENSMUST00000155482.1,-0.067028871,0.126227836,0.122300339
E130308A19Rik_chr4_59626211_59761439_+_ENSMUSG00000045071.14_ENSMUSG00000045071.14.unspliced,-0.064769612,0.565316395,0.747632441
E130309D02Rik_chr5_143301195_143315360_-_ENSMUSG00000039244.10_ENSMUSG00000039244.10.unspliced,0.209590884,0.485918817,0.520386838
E130311K13Rik_chr3_63914684_63929472_-_ENSMUSG00000048581.12_ENSMUSG00000048581.12.unspliced,-0.070963992,0.414354257,0.335933625
E130317F20Rik_chr10_79851381_79854971_-_ENSMUSG00000091994.2_ENSMUSG00000091994.2.unspliced,0.701470925,0.513835635,0.32689587
E230001N04Rik_chr17_28522720_28525398_+_ENSMUSG00000066170.7_ENSMUST00000181029.2.monoexonic.unspliced,0.670567583,0.557689918,0.373220005
E230016K23Rik_chr11_83582056_83623693_+_ENSMUSG00000051832.7_ENSMUSG00000051832.7.unspliced,-0.040991474,0.391358133,0.668133504
E230016M11Rik_chr6_67036599_67080654_+_ENSMUSG00000087231.7_ENSMUSG00000087231.7.unspliced,0.009700966,0.426962428,0.68933915
E230020A03Rik_chr7_36727177_36729562_+_ENSMUSG00000104420.1_ENSMUST00000194646.1.monoexonic.unspliced,-0.014834889,-0.063825428,-0.037659322
E230020D15Rik_chr8_8629175_8635073_-_ENSMUSG00000108912.1_ENSMUST00000208097.1.monoexonic.unspliced,0.129978584,0.635459976,0.796985644
E230025N22Rik_chr18_36684923_36695925_-_ENSMUSG00000044719.5_ENSMUST00000115682.1,0.182893553,-0.010470789,-0.096406503
E230029C05Rik_chr7_89980723_90049069_+_ENSMUSG00000097585.2_ENSMUST00000208028.1,-0.1153602,-0.165535783,-0.167370333
E2f1_chr2_154559407_154569892_-_ENSMUSG00000027490.17_ENSMUSG00000027490.17.unspliced,0.301015121,0.869359786,0.899178754
E2f2_chr4_136172394_136196057_+_ENSMUSG00000018983.9_ENSMUSG00000018983.9.unspliced,-0.164362261,0.147221944,0.364144435
E2f3_chr13_29906575_29986063_-_ENSMUSG00000016477.18_ENSMUSG00000016477.18.unspliced,-0.126676825,0.333639768,0.657665809
